participant_id,condition,mode,language,set,created_at,completed_at,age,gender,education,robot_experience,instructions_time_sec,rules_time_sec,train_duration_sec,test_duration_sec,train_sel_total,train_dest_total,train_total,train_max,train_rule_consult,train_rule_time_sec,train_g1_selection_score,train_g1_selection_time_sec,train_g1_selection_rule_consult,train_g1_selection_rule_time_sec,train_g1_selection_correction_time_sec,train_g1_selection_correction_rule_time_sec,train_g1_kendall_tau,train_g1_correct_critical,train_g1_correct_moderate,train_g1_correct_stable,train_g1_correct_slot_critical,train_g1_correct_slot_moderate,train_g1_correct_slot_stable,train_g1_destinations_score,train_g1_destinations_time_sec,train_g1_destinations_rule_consult,train_g1_destinations_rule_time_sec,train_g1_destinations_correction_time_sec,train_g1_destinations_correction_rule_time_sec,train_g2_selection_score,train_g2_selection_time_sec,train_g2_selection_rule_consult,train_g2_selection_rule_time_sec,train_g2_selection_correction_time_sec,train_g2_selection_correction_rule_time_sec,train_g2_kendall_tau,train_g2_correct_critical,train_g2_correct_moderate,train_g2_correct_stable,train_g2_correct_slot_critical,train_g2_correct_slot_moderate,train_g2_correct_slot_stable,train_g2_destinations_score,train_g2_destinations_time_sec,train_g2_destinations_rule_consult,train_g2_destinations_rule_time_sec,train_g2_destinations_correction_time_sec,train_g2_destinations_correction_rule_time_sec,train_g3_selection_score,train_g3_selection_time_sec,train_g3_selection_rule_consult,train_g3_selection_rule_time_sec,train_g3_selection_correction_time_sec,train_g3_selection_correction_rule_time_sec,train_g3_kendall_tau,train_g3_correct_critical,train_g3_correct_moderate,train_g3_correct_stable,train_g3_correct_slot_critical,train_g3_correct_slot_moderate,train_g3_correct_slot_stable,train_g3_destinations_score,train_g3_destinations_time_sec,train_g3_destinations_rule_consult,train_g3_destinations_rule_time_sec,train_g3_destinations_correction_time_sec,train_g3_destinations_correction_rule_time_sec,test_sel_total,test_dest_total,test_total,test_max,test_rule_consult,test_rule_time_sec,test_g1_selection_score,test_g1_selection_time_sec,test_g1_selection_rule_consult,test_g1_selection_rule_time_sec,test_g1_selection_correction_time_sec,test_g1_selection_correction_rule_time_sec,test_g1_kendall_tau,test_g1_correct_critical,test_g1_correct_moderate,test_g1_correct_stable,test_g1_correct_slot_critical,test_g1_correct_slot_moderate,test_g1_correct_slot_stable,test_g1_destinations_score,test_g1_destinations_time_sec,test_g1_destinations_rule_consult,test_g1_destinations_rule_time_sec,test_g1_destinations_correction_time_sec,test_g1_destinations_correction_rule_time_sec,test_g2_selection_score,test_g2_selection_time_sec,test_g2_selection_rule_consult,test_g2_selection_rule_time_sec,test_g2_selection_correction_time_sec,test_g2_selection_correction_rule_time_sec,test_g2_kendall_tau,test_g2_correct_critical,test_g2_correct_moderate,test_g2_correct_stable,test_g2_correct_slot_critical,test_g2_correct_slot_moderate,test_g2_correct_slot_stable,test_g2_destinations_score,test_g2_destinations_time_sec,test_g2_destinations_rule_consult,test_g2_destinations_rule_time_sec,test_g2_destinations_correction_time_sec,test_g2_destinations_correction_rule_time_sec,test_g3_selection_score,test_g3_selection_time_sec,test_g3_selection_rule_consult,test_g3_selection_rule_time_sec,test_g3_selection_correction_time_sec,test_g3_selection_correction_rule_time_sec,test_g3_kendall_tau,test_g3_correct_critical,test_g3_correct_moderate,test_g3_correct_stable,test_g3_correct_slot_critical,test_g3_correct_slot_moderate,test_g3_correct_slot_stable,test_g3_destinations_score,test_g3_destinations_time_sec,test_g3_destinations_rule_consult,test_g3_destinations_rule_time_sec,test_g3_destinations_correction_time_sec,test_g3_destinations_correction_rule_time_sec,nasa_mental,nasa_physical,nasa_temporal,nasa_performance,nasa_effort,nasa_frustration,nasa_mean,ues_presentation_order,ues_FA1,ues_FA2,ues_FA3,ues_PU1,ues_PU2,ues_PU3,ues_AE1,ues_AE2,ues_AE3,ues_RW1,ues_RW2,ues_RW3,ues_FA_mean,ues_PU_mean,ues_AE_mean,ues_RW_mean,ues_total_mean,q_q1,q_q2,q_q3,q_q4,q_q5,q_q6,q_q7,q_q8,q_q9,q_q10
P017,web,guided,es,A,2026-05-20T04:10:29.249722+00:00,2026-05-20T04:53:31.877391+00:00,33,male,master,,94,164,1655,642,15,15,30,30,1,1374.6,5,178,0,0.0,,0,1.0,3,1,1,3,1,1,5,254,0,0.0,,0,5,160,0,0.0,,0,1.0,2,3,0,2,3,0,5,200,0,0.0,,0,5,1053,0,0.0,,0,1.0,1,2,2,1,2,2,5,1128,1,1374.6,,0,6,12,18,30,0,0.0,3,105,0,0.0,24.9,0.0,0.9,2,0,1,2,0,1,4,87,0,0.0,8.9,0.0,3,153,0,0.0,25,0.0,0.9,2,3,0,0,3,0,4,101,0,0.0,9.3,0.0,0,71,0,0.0,10.1,0.0,0.7,0,0,1,0,0,0,4,95,0,0.0,8,0.0,85,50,75,60,75,65,68.3,"AE1,PU1,RW3,AE3,PU2,RW1,FA2,FA3,PU3,AE2,FA1,RW2",3,3,4,4,2,4,5,5,5,4,4,4,3.333,2.667,5.0,4.0,3.75,4,3,4,selection,4,3,4,,,
P016,web,error_based,en,A,2026-05-19T19:16:11.325002+00:00,2026-05-19T19:24:49.517928+00:00,41,male,master,,50,15,294,136,6,5,11,30,0,0.0,3,56,0,0.0,8.6,0.0,0.5,2,0,1,2,0,1,2,39,0,0.0,81.5,0.0,1,32,0,0.0,6.7,0.0,0.6,2,3,0,0,1,0,3,27,0,0.0,3.7,0.0,2,21,0,0.0,4.1,0.0,0.6,1,1,1,1,0,1,0,27,0,0.0,3.2,0.0,1,8,9,30,0,0.0,1,28,0,0.0,2,0.0,0.8,3,0,0,1,0,0,3,14,0,0.0,9.4,0.0,0,22,0,0.0,2,0.0,0.6,1,2,0,0,0,0,4,12,0,0.0,5.6,0.0,0,23,0,0.0,2,0.0,0.3,0,2,1,0,0,0,1,18,0,0.0,1.3,0.0,75,10,20,15,25,100,40.8,"PU3,RW1,AE1,RW2,AE3,FA2,PU1,AE2,FA3,RW3,FA1,PU2",2,2,3,5,2,4,3,3,3,3,2,3,2.333,2.333,3.0,2.667,2.583,5,2,2,selection,1,1,5,getting to remember all rules,some tooltips available during the process,
P015,web,guided,es,A,2026-05-19T19:11:29.844340+00:00,2026-05-19T19:45:38.147286+00:00,63,female,bachelor,,249,316,1022,412,15,15,30,30,2,29.7,5,516,1,14.8,,0,1.0,3,1,1,3,1,1,5,584,1,14.8,,0,5,189,0,0.0,,0,1.0,2,3,0,2,3,0,5,282,0,0.0,,0,5,37,0,0.0,,0,1.0,1,2,2,1,2,2,5,141,0,0.0,,0,5,8,13,30,0,0.0,2,46,0,0.0,6.4,0.0,0.8,2,0,1,1,0,1,4,79,0,0.0,4,0.0,3,57,0,0.0,3.5,0.0,0.7,2,3,0,2,1,0,2,70,0,0.0,12.1,0.0,0,79,0,0.0,5.8,0.0,0.5,0,0,1,0,0,0,2,50,0,0.0,12.2,0.0,95,15,75,45,80,40,58.3,"FA2,RW2,PU1,PU3,AE1,RW1,RW3,AE2,AE3,FA3,PU2,FA1",1,3,5,2,3,3,4,5,4,4,4,4,3.0,3.333,4.333,4.0,3.667,3,2,5,selection,4,5,5,el triatge,tenir més coneixements mèdics,"Ben explicat, però complexe degut a la temàtica específica. Cal tenir present moltes variables a l'hora de fer les valoracions."
P014,web,error_based,es,A,2026-05-19T18:58:36.687432+00:00,,29,female,master,,231,322,,,2,0,2,10,0,0.0,2,271,0,0.0,130.9,0.0,0.8,2,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P013,web,error_based,es,A,2026-05-19T18:35:06.248977+00:00,,,,,,,,,,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P012,web,error_based,es,A,2026-05-19T18:28:17.290830+00:00,2026-05-19T19:02:13.148266+00:00,62,male,master,,239,261,878,625,5,11,16,30,8,185.6,1,175,1,9.8,109.5,0.0,0.7,2,0,0,1,0,0,3,258,3,81.0,19.9,0.0,3,95,0,0.0,31.4,0.0,0.9,2,3,0,2,1,0,4,113,2,49.6,13.6,0.0,1,76,0,0.0,37.2,0.0,0.5,0,1,1,0,1,0,4,111,2,45.2,13.3,0.0,6,10,16,30,5,128.7,3,114,0,0.0,57.7,36.0,0.9,3,0,0,3,0,0,3,95,1,36.0,9.7,0.0,2,123,0,0.0,85.6,58.0,0.8,2,3,0,2,0,0,4,102,2,58.0,8.3,0.0,1,94,0,0.0,51.2,34.7,0.5,0,1,1,0,1,0,3,71,2,34.7,4.8,0.0,95,30,40,25,65,75,55.0,"PU1,AE1,RW2,FA2,PU2,RW1,FA1,FA3,AE3,AE2,RW3,PU3",2,5,3,4,5,4,4,5,4,3,3,4,3.333,1.667,4.333,3.333,3.167,4,2,4,selection,2,3,5,Recordar las reglas de triaje,"Si, seguro",Experimento curioso
P011,web,error_based,en,A,2026-05-19T17:56:50.188769+00:00,,32,female,master,,82,304,,,3,0,3,10,2,175.4,3,279,2,175.4,,0,0.9,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P010,web,guided,es,A,2026-05-19T17:19:29.207779+00:00,2026-05-19T17:40:24.048994+00:00,33,male,master,,30,112,622,468,15,15,30,30,5,184.0,5,64,0,0.0,,0,1.0,3,1,1,3,1,1,5,168,2,7.9,,0,5,150,1,53.3,,0,1.0,2,3,0,2,3,0,5,244,2,122.8,,0,5,133,0,0.0,,0,1.0,1,2,2,1,2,2,5,201,0,0.0,,0,7,9,16,30,0,0.0,5,60,0,0.0,2.2,0.0,1.0,3,1,1,3,1,1,3,22,0,0.0,29.6,13.5,0,127,0,0.0,40.3,0.0,0.7,1,2,0,0,0,0,3,88,0,0.0,4.8,0.0,2,76,0,0.0,4.1,0.0,0.8,1,1,1,1,0,1,3,51,0,0.0,8.1,0.0,80,20,75,90,75,40,63.3,"RW2,FA3,RW1,FA2,PU3,AE3,PU2,FA1,RW3,AE1,AE2,PU1",2,5,5,3,2,2,5,4,5,4,5,5,4.0,3.667,4.667,4.667,4.25,4,2,2,selection,4,2,4,Memorizar las reglas,Tenerlas visibles durante la prueba o tener más tiempo para memorizarlas,
P009,web,guided,es,A,2026-05-19T17:08:42.547351+00:00,,33,male,master,,70,129,,,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P008,web,guided,es,A,2026-05-19T16:14:40.691913+00:00,,,,,,,,,,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P007,web,error_based,es,A,2026-05-19T15:17:26.606936+00:00,,,,,,,,,,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R006,robot,error_based,es,,2026-05-19T13:07:30.525023+00:00,,26,female,phd,daily,,,,,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P005,web,error_based,es,A,2026-05-19T13:06:10.763147+00:00,,,,,,,,,,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R004,robot,error_based,en,,2026-05-19T13:00:46.795590+00:00,,26,female,phd,daily,,,,,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,50,50,50.0,"RW2,PU1,AE1,FA2,FA3,FA1,RW1,AE2,AE3,PU2,RW3,PU3",4,4,4,4,4,4,4,4,4,4,4,4,4.0,2.0,4.0,4.0,3.5,,,,,,,,,,
P003,web,error_based,es,A,2026-05-18T21:35:30.343218+00:00,,99,male,high_school,couple,3,3,,,5,0,5,10,2,4.2,5,8,0,0.0,5.4,1.6,1.0,3,1,1,3,1,1,0,11,2,4.2,6.4,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002,web,guided,es,A,2026-05-18T21:33:56.164401+00:00,,99,male,high_school,multiple,2,3,,,5,5,10,10,3,14.6,5,22,1,5.2,,0,1.0,3,1,1,3,1,1,5,52,2,9.4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P001,web,guided,en,A,2026-05-18T21:15:32.115214+00:00,2026-05-18T21:18:27.980191+00:00,99,male,high_school,never,2,3,92,66,15,15,30,30,0,0.0,5,11,0,0.0,,0,1.0,3,1,1,3,1,1,5,25,0,0.0,,0,5,12,0,0.0,,0,1.0,2,3,0,2,3,0,5,27,0,0.0,,0,5,9,0,0.0,,0,1.0,1,2,2,1,2,2,5,36,0,0.0,,0,5,5,10,30,0,0.0,2,11,0,0.0,2.4,0.0,0.8,2,0,1,1,0,1,0,5,0,0.0,1.3,0.0,1,6,0,0.0,2.1,0.0,0.8,2,3,0,0,1,0,2,12,0,0.0,1.6,0.0,2,6,0,0.0,1.2,0.0,0.8,1,1,1,1,1,0,3,19,0,0.0,2,0.0,50,50,50,50,50,50,50.0,"RW2,AE2,PU2,AE3,RW1,RW3,AE1,FA3,PU3,PU1,FA2,FA1",5,5,5,5,5,5,5,5,5,5,5,5,5.0,1.0,5.0,5.0,4.0,5,5,5,none,5,5,5,answer to q8,answer to q9,answer to q10
